ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
Q15825,Neuronal acetylcholine receptor subunit alpha-6,CHRNA6,1458118,U62435,Q15825,ACHA6_HUMAN,,,,HGNC:15963,Human,DB00184; DB00674; DB00898; DB01273; DB09028
Q05901,Neuronal acetylcholine receptor subunit beta-3,CHRNB3,1458124,U62438,Q05901,ACHB3_HUMAN,,,,HGNC:1963,Human,DB00184; DB00674; DB00898
P12104,"Fatty acid-binding protein, intestinal",FABP2,46854681,BC069466,P12104,FABPI_HUMAN,1KZW; 1KZX; 2MJI; 2MO5; 3AKM; 3IFB,,,HGNC:3556,Human,DB01050
P18507,Gamma-aminobutyric acid receptor subunit gamma-2,GABRG2,31637,X15376,P18507,GBRG2_HUMAN,,,,HGNC:4087,Human,DB00231; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB01205; DB01215; DB01381; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595
Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1,GABRG1,193783776,AK122845,Q8N1C3,GBRG1_HUMAN,,,,HGNC:4086,Human,DB00231; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB00898; DB01215; DB01558; DB01559; DB01567; DB01587; DB01588; DB01589; DB01594; DB01595
Q99928,Gamma-aminobutyric acid receptor subunit gamma-3,GABRG3,1754749,S82769,Q99928,GBRG3_HUMAN,,,,HGNC:4088,Human,DB00231; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB00898; DB01215; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595
P78334,Gamma-aminobutyric acid receptor subunit epsilon,GABRE,1857126,U66661,P78334,GBRE_HUMAN,,,,HGNC:4085,Human,DB00231; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB00898; DB01215; DB01558; DB01559; DB01567; DB01587; DB01588; DB01589; DB01594; DB01595
O00591,Gamma-aminobutyric acid receptor subunit pi,GABRP,2197001,U95367,O00591,GBRP_HUMAN,,,,HGNC:4089,Human,DB00231; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB00898; DB01215; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595
Q9UN88,Gamma-aminobutyric acid receptor subunit theta,GABRQ,7861736,AF189259,Q9UN88,GBRT_HUMAN,,,,HGNC:14454,Human,DB00231; DB00683; DB00690; DB00829; DB00842; DB00897; DB00898; DB01558; DB01595
P28476,Gamma-aminobutyric acid receptor subunit rho-2,GABRR2,456428,M86868,P28476,GBRR2_HUMAN,,,,HGNC:4091,Human,DB00231; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595
O14764,Gamma-aminobutyric acid receptor subunit delta,GABRD,2388693,AF016917,O14764,GBRD_HUMAN,,,,HGNC:4084,Human,DB00231; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB00898; DB01215; DB01558; DB01559; DB01567; DB01587; DB01588; DB01589; DB01594; DB01595
A9UF02,BCR/ABL fusion protein isoform X9,BCR/ABL fusion,162135198,EU216066,A9UF02,A9UF02_HUMAN,,,,,Human,DB00619
P00709,Alpha-lactalbumin,LALBA,,,P00709,LALBA_HUMAN,1A4V; 1B9O; 1CB3; 1HML; 3B0I; 3B0O; 4L41,,,HGNC:6480,Human,DB03796
P29034,Protein S100-A2,S100A2,,M87068,P29034,S10A2_HUMAN,2RGI; 4DUQ,,,HGNC:10492,Human,DB00768
Q9NZV8,Potassium voltage-gated channel subfamily D member 2,KCND2,4530478,AF121104,Q9NZV8,KCND2_HUMAN,,,,HGNC:6238,Human,DB00280; DB00321; DB00458; DB06637
Q9UK17,Potassium voltage-gated channel subfamily D member 3,KCND3,2935434,AF048712,Q9UK17,KCND3_HUMAN,1S1G; 2NZ0,,,HGNC:6239,Human,DB00280; DB00321; DB00458; DB06637
Q16620,BDNF/NT-3 growth factors receptor,NTRK2,530791,U12140,Q16620,NTRK2_HUMAN,1HCF; 1WWB; 2MFQ; 4ASZ; 4AT3; 4AT4; 4AT5,,,HGNC:8032,Human,DB00321
P51857,3-oxo-5-beta-steroid 4-dehydrogenase,AKR1D1,431857,Z28339,P51857,AK1D1_HUMAN,3BUR; 3BUV; 3BV7; 3CAQ; 3CAS; 3CAV; 3CMF; 3COT; 3DOP; 3G1R; 3UZW; 3UZX; 3UZY; 3UZZ,,,HGNC:388,Human,DB00548; DB01216; DB07447; DB07557
P33260,Cytochrome P450 2C18,CYP2C18,,M61853,P33260,CP2CI_HUMAN,2CIK; 2H6P,,,HGNC:2620,Human,DB07670
Q7LG56,Ribonucleoside-diphosphate reductase subunit M2 B,RRM2B,7229086,AB036063,Q7LG56,RIR2B_HUMAN,2VUX; 3HF1; 4DJN,,,HGNC:17296,Human,DB00242
Q07864,DNA polymerase epsilon catalytic subunit A,POLE,3192938,L09561,Q07864,DPOE1_HUMAN,,,,HGNC:9177,Human,DB00242
P56282,DNA polymerase epsilon subunit 2,POLE2,2697123,AF025840,P56282,DPOE2_HUMAN,2V6Z,,,HGNC:9178,Human,DB00242
Q9NR33,DNA polymerase epsilon subunit 4,POLE4,21411517,BC031331,Q9NR33,DPOE4_HUMAN,,,,HGNC:18755,Human,DB00242
Q9NRF9,DNA polymerase epsilon subunit 3,POLE3,8100806,AF226077,Q9NRF9,DPOE3_HUMAN,,,,HGNC:13546,Human,DB00242
A8MPY1,Gamma-aminobutyric acid receptor subunit rho-3,GABRR3,,AC026100,A8MPY1,GBRR3_HUMAN,,,,HGNC:17969,Human,DB00231; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595
P07098,Gastric triacylglycerol lipase,LIPF,758063,X05997,P07098,LIPG_HUMAN,1HLG,,,HGNC:6622,Human,DB01083; DB02457
P11717,Cation-independent mannose-6-phosphate receptor,IGF2R,33055,Y00285,P11717,MPRI_HUMAN,1E6F; 1GP0; 1GP3; 1GQB; 1JPL; 1JWG; 1LF8; 2CNJ; 2L29; 2L2A; 2M68; 2M6T; 2V5N; 2V5O; 2V5P,,,HGNC:5467,Human,DB01277; DB02900
P07451,Carbonic anhydrase 3,CA3,189053812,AK313254,P07451,CAH3_HUMAN,1Z93; 1Z97; 2HFW; 3UYN; 3UYQ,,,HGNC:1374,Human,DB00819; DB00909; DB08846
P35218,"Carbonic anhydrase 5A, mitochondrial",CA5A,306483,L19297,P35218,CAH5A_HUMAN,,,,HGNC:1377,Human,DB00909; DB01194; DB03385; DB08846
Q9Y2D0,"Carbonic anhydrase 5B, mitochondrial",CA5B,4587223,AB021660,Q9Y2D0,CAH5B_HUMAN,,,,HGNC:1378,Human,DB00909; DB08846
P23280,Carbonic anhydrase 6,CA6,,,P23280,CAH6_HUMAN,3FE4,,,HGNC:1380,Human,DB00909; DB06795; DB08846
P43166,Carbonic anhydrase 7,CA7,28192445,AY075019,P43166,CAH7_HUMAN,3MDZ; 3ML5,,,HGNC:1381,Human,DB00311; DB00703; DB00819; DB00909; DB01144; DB08846
P35219,Carbonic anhydrase-related protein,CA8,5069431,L04656,P35219,CAH8_HUMAN,2W2J,,,HGNC:1382,Human,DB00909
Q9NS85,Carbonic anhydrase-related protein 10,CA10,9229883,AB036836,Q9NS85,CAH10_HUMAN,,,,HGNC:1369,Human,DB00909
O75493,Carbonic anhydrase-related protein 11,CA11,3283386,AF067662,O75493,CAH11_HUMAN,,,,HGNC:1370,Human,DB00909
Q8N1Q1,Carbonic anhydrase 13,CA13,21754549,AK095314,Q8N1Q1,CAH13_HUMAN,3CZV; 3D0N; 3DA2; 4HU1; 4KNM; 4KNN; 4QIZ; 4QJP; 4QJX; 4QSJ,,,HGNC:14914,Human,DB00909; DB07115
Q9ULX7,Carbonic anhydrase 14,CA14,6009640,AB025904,Q9ULX7,CAH14_HUMAN,4LU3; 5CJF,,,HGNC:1372,Human,DB00819; DB00909; DB08846
Q07699,Sodium channel subunit beta-1,SCN1B,307415,L10338,Q07699,SCN1B_HUMAN,,,,HGNC:10586,Human,DB00909
O60939,Sodium channel subunit beta-2,SCN2B,3309111,AF007783,O60939,SCN2B_HUMAN,,,,HGNC:10589,Human,DB00909
Q9NY72,Sodium channel subunit beta-3,SCN3B,7160975,AJ243396,Q9NY72,SCN3B_HUMAN,4L1D,,,HGNC:20665,Human,DB00909
Q8IWT1,Sodium channel subunit beta-4,SCN4B,27465047,AY149967,Q8IWT1,SCN4B_HUMAN,4MZ2; 4MZ3,,,HGNC:10592,Human,DB00909
P46721,Solute carrier organic anion transporter family member 1A2,SLCO1A2,885978,U21943,P46721,SO1A2_HUMAN,,,,HGNC:10956,Human,DB01045
Q8TCC7,Solute carrier family 22 member 8,SLC22A8,4378059,AF097491,Q8TCC7,S22A8_HUMAN,,,,HGNC:10972,Human,DB00493; DB01032; DB01053; DB01212
Q9Y694,Solute carrier family 22 member 7,SLC22A7,5001689,AF097518,Q9Y694,S22A7_HUMAN,,,,HGNC:10971,Human,DB00493
Q96FL8,Multidrug and toxin extrusion protein 1,SLC47A1,7023138,AK001709,Q96FL8,S47A1_HUMAN,,,,HGNC:25588,Human,DB00199
Q9NPD5,Solute carrier organic anion transporter family member 1B3,SLCO1B3,9187497,AJ251506,Q9NPD5,SO1B3_HUMAN,,,,HGNC:10961,Human,DB01045; DB01211
P09238,Stromelysin-2,MMP10,36629,X07820,P09238,MMP10_HUMAN,1Q3A; 3V96; 4ILW,,,HGNC:7156,Human,DB00786; DB08271
P09237,Matrilysin,MMP7,35799,X07819,P09237,MMP7_HUMAN,1MMP; 1MMQ; 1MMR; 2DDY; 2MZE; 2MZH; 2Y6C; 2Y6D,,,HGNC:7174,Human,DB00786; DB08170; DB08489; DB08493
P24347,Stromelysin-3,MMP11,456257,X57766,P24347,MMP11_HUMAN,,,,HGNC:7157,Human,DB00786; DB04318
P50281,Matrix metalloproteinase-14,MMP14,793763,D26512,P50281,MMP14_HUMAN,1BQQ; 1BUV; 2MQS; 3C7X; 3MA2; 3X23; 4P3C; 4P3D; 4QXU,,,HGNC:7160,Human,DB00786
P51511,Matrix metalloproteinase-15,MMP15,963056,Z48482,P51511,MMP15_HUMAN,,,,HGNC:7161,Human,DB00786
Q9ULZ9,Matrix metalloproteinase-17,MMP17,18413635,AB021225,Q9ULZ9,MMP17_HUMAN,,,,HGNC:7163,Human,DB00786
Q99542,Matrix metalloproteinase-19,MMP19,1702930,Y08622,Q99542,MMP19_HUMAN,,,,HGNC:7165,Human,DB00786
O60882,Matrix metalloproteinase-20,MMP20,3005946,Y12779,O60882,MMP20_HUMAN,2JSD,,,HGNC:7167,Human,DB00786; DB08271
Q8N119,Matrix metalloproteinase-21,MMP21,22134532,AF331526,Q8N119,MMP21_HUMAN,,,,HGNC:14357,Human,DB00786
O75900,Matrix metalloproteinase-23,MMP23A,3650496,AF056200,O75900,MMP23_HUMAN,,,,HGNC:7170,Human,DB00786
Q9Y5R2,Matrix metalloproteinase-24,MMP24,5381386,AF131284,Q9Y5R2,MMP24_HUMAN,,,,HGNC:7172,Human,DB00786
Q9NPA2,Matrix metalloproteinase-25,MMP25,8546817,AJ239053,Q9NPA2,MMP25_HUMAN,,,,HGNC:14246,Human,DB00786
Q9NRE1,Matrix metalloproteinase-26,MMP26,8843950,AF230354,Q9NRE1,MMP26_HUMAN,,,,HGNC:14249,Human,DB00786
Q9H306,Matrix metalloproteinase-27,MMP27,11066090,AF195192,Q9H306,MMP27_HUMAN,,,,HGNC:14250,Human,DB00786
Q9H239,Matrix metalloproteinase-28,MMP28,11935132,AF315683,Q9H239,MMP28_HUMAN,,,,HGNC:14366,Human,DB00786
Q9UJT1,Tubulin delta chain,TUBD1,6457580,AF201333,Q9UJT1,TBD_HUMAN,,,,HGNC:16811,Human,DB00570
Q9UJT0,Tubulin epsilon chain,TUBE1,6457582,AF201334,Q9UJT0,TBE_HUMAN,,,,HGNC:20775,Human,DB00570
P23258,Tubulin gamma-1 chain,TUBG1,183703,M61764,P23258,TBG1_HUMAN,1Z5V; 1Z5W; 3CB2,,,HGNC:12417,Human,DB00570
O60658,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A",PDE8A,16417190,AF388183,O60658,PDE8A_HUMAN,1LHQ; 1LXX; 3ECM; 3ECN,,,HGNC:8793,Human,DB00920; DB07954
O95263,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B",PDE8B,32261241,AY129948,O95263,PDE8B_HUMAN,,,,HGNC:8794,Human,DB00920
Q96RD7,Pannexin-1,PANX1,3661616,AF093239,Q96RD7,PANX1_HUMAN,,,,HGNC:8599,Human,DB01032
P35869,Aryl hydrocarbon receptor,AHR,533324,D16354,P35869,AHR_HUMAN,,,,HGNC:348,Human,DB00379; DB00393; DB00499; DB01076; DB01097; DB01404
P11474,Steroid hormone receptor ERR1,ESRRA,36609,X51416,P11474,ERR1_HUMAN,1XB7; 2PJL; 3D24; 3K6P,,,HGNC:3471,Human,DB00197; DB06833
Q15788,Nuclear receptor coactivator 1,NCOA1,1480646,U59302,Q15788,NCOA1_HUMAN,1FM6; 1FM9; 1K4W; 1K74; 1K7L; 1KV6; 1N4H; 1NQ7; 1NRL; 1P8D; 1PZL; 1RDT; 1TFC; 1U3R; 1U3S; 1X76; 1X78; 1X7B; 1X7J; 1XIU; 1XV9; 1XVP; 1YY4; 1YYE; 1ZAF; 2A3I; 2C52; 2FVJ; 2GTK; 2HBH; 2HC4; 2HCD; 2HFP; 2NPA; 2NV7; 2P54; 2PRG; 3BEJ; 3BQD; 3CTB; 3CWD; 3DCT; 3DCU; 3DR1; 3ET1; 3ET3; 3FEI; 3FEJ; 3FUR; 3FXV; 3G8I; 3G9E; 3GYT; 3GYU; 3H0A; 3HC5; 3HC6; 3HVL; 3IPQ; 3IPS; 3IPU; 3KMR; 3LMP; 3OKH; 3OKI; 3OLF; 3OLL; 3OLS; 3OMK; 3OMM; 3OMO; 3OMP; 3OMQ; 3OOF; 3OOK; 3P88; 3P89; 3QT0; 3RUT; 3RUU; 3RVF; 3S9S; 3T03; 3UU7; 3UUA; 3UUD; 3V9Y; 3VN2; 4DK7; 4DK8; 4DM6; 4DM8; 4DQM; 4F9M; 4FGY; 4G1D; 4G1Y; 4G1Z; 4G20; 4G21; 4G2H; 4HEE; 4J5X; 4JYG; 4JYH; 4JYI; 4MG5; 4MG6; 4MG7; 4MG8; 4MG9; 4MGA; 4MGB; 4MGC; 4MGD; 4RUJ; 4RUP; 4TUZ; 4TV1; 4Y29; 5A86; 5AVI; 5AVL,,,HGNC:7668,Human,DB01645; DB04652; DB06832; DB06875; DB06908; DB06927; DB07009; DB07080; DB07119; DB07150; DB07198; DB07215; DB07230; DB07236; DB07530; DB07557; DB07724; DB08220; DB08231; DB08742; DB08915
Q8NEB9,Phosphatidylinositol 3-kinase catalytic subunit type 3,PIK3C3,987948,Z46973,Q8NEB9,PK3C3_HUMAN,3IHY; 3LS8; 4OYS; 4PH4; 4UWF; 4UWG; 4UWH; 4UWK; 4UWL,,,HGNC:8974,Human,DB06836
Q9UNA0,A disintegrin and metalloproteinase with thrombospondin motifs 5,ADAMTS5,5733438,AF142099,Q9UNA0,ATS5_HUMAN,2RJQ; 3B8Z; 3HY7; 3HY9; 3HYG; 3LJT,,,HGNC:221,Human,DB03880; DB06837; DB06945
P63092,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,GNAS,31915,X04408,P63092,GNAS2_HUMAN,,,,HGNC:4392,Human,DB02587; DB06843
Q08462,Adenylate cyclase type 2,ADCY2,33150814,AF410885,Q08462,ADCY2_HUMAN,,,,HGNC:233,Human,DB02587; DB06843
O95622,Adenylate cyclase type 5,ADCY5,22212711,AF497517,O95622,ADCY5_HUMAN,,,,HGNC:236,Human,DB02587; DB06843
P20248,Cyclin-A2,CCNA2,30307,X51688,P20248,CCNA2_HUMAN,1E9H; 1FIN; 1FVV; 1GY3; 1H1P; 1H1Q; 1H1R; 1H1S; 1H24; 1H25; 1H26; 1H27; 1H28; 1JST; 1JSU; 1OGU; 1OI9; 1OIU; 1OIY; 1OKV; 1OKW; 1OL1; 1OL2; 1P5E; 1PKD; 1QMZ; 1URC; 1VYW; 2BKZ; 2BPM; 2C4G; 2C5N; 2C5O; 2C5V; 2C5X; 2C6T; 2CCH; 2CCI; 2CJM; 2I40; 2IW6; 2IW8; 2IW9; 2UUE; 2UZB; 2UZD; 2UZE; 2UZL; 2V22; 2WEV; 2WFY; 2WHB; 2WIH; 2WIP; 2WMA; 2WMB; 2WPA; 2WXV; 2X1N; 3EID; 3EJ1; 3EOC; 3F5X; 4BCK; 4BCM; 4BCN; 4BCP; 4CFM; 4CFN; 4CFU; 4CFV; 4CFW; 4CFX; 4EOI; 4EOJ; 4EOK; 4EOL; 4EOM; 4EON; 4EOO; 4EOP; 4EOQ; 4EOR; 4EOS; 4FX3; 5CYI,,,HGNC:1578,Human,DB02091; DB02407; DB02833; DB02915; DB06844; DB06944; DB06948; DB07126; DB07137; DB07164; DB07203; DB07471; DB07533; DB07534; DB07538; DB07539; DB07562; DB07688; DB07852; DB08178; DB08182; DB08218; DB08219; DB08233; DB08241; DB08248; DB08285; DB08309; DB08355; DB08463; DB08527; DB08572; DB08694
Q15661,Tryptase alpha/beta-1,TPSAB1,339981,M33491,Q15661,TRYB1_HUMAN,1LTO; 2F9N; 2F9O; 2F9P; 2ZEB; 2ZEC; 4A6L; 4MPU; 4MPV; 4MPW; 4MPX; 4MQA,,,HGNC:12019,Human,DB06848; DB06849
Q13526,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,PIN1,1332710,U49070,Q13526,PIN1_HUMAN,1F8A; 1I6C; 1I8G; 1I8H; 1NMV; 1NMW; 1PIN; 1ZCN; 2F21; 2ITK; 2KBU; 2KCF; 2LB3; 2M8I; 2M8J; 2M9E; 2M9F; 2M9I; 2M9J; 2N1O; 2Q5A; 2RUC; 2RUD; 2XP3; 2XP4; 2XP5; 2XP6; 2XP7; 2XP8; 2XP9; 2XPA; 2XPB; 2ZQS; 2ZQT; 2ZQU; 2ZQV; 2ZR4; 2ZR5; 2ZR6; 3I6C; 3IK8; 3IKD; 3IKG; 3JYJ; 3KAB; 3KAC; 3KAD; 3KAF; 3KAG; 3KAH; 3KAI; 3KCE; 3NTP; 3ODK; 3OOB; 3TC5; 3TCZ; 3TDB; 3WH0; 4GWT; 4GWV; 4QIB; 4TNS; 4TYO; 4U84; 4U85; 4U86,,,HGNC:8988,Human,DB01766; DB06867
Q15596,Nuclear receptor coactivator 2,NCOA2,1877215,X97674,Q15596,NCOA2_HUMAN,1GWQ; 1GWR; 1M2Z; 1MV9; 1MVC; 1MZN; 1P93; 1T63; 1T65; 1UHL; 1YOK; 1ZDT; 1ZDU; 1ZKY; 2AO6; 2B1V; 2B1Z; 2B23; 2FAI; 2G44; 2G5O; 2LDC; 2P15; 2P1T; 2P1U; 2P1V; 2Q7J; 2Q7L; 2YJD; 2ZXZ; 2ZY0; 3A9E; 3CLD; 3DZU; 3DZY; 3E00; 3E7C; 3E94; 3ERD; 3FUG; 3GN8; 3K22; 3K23; 3KWY; 3KYT; 3L0E; 3L0J; 3L0L; 3O1D; 3O1E; 3OAP; 3OZJ; 3PCU; 3PLZ; 3Q95; 3Q97; 3R5M; 3UP0; 3UP3; 4CSJ; 4DOS; 4E2J; 4FHH; 4FHI; 4IA1; 4IA2; 4IA3; 4IA7; 4IQR; 4IU7; 4IUI; 4IV2; 4IV4; 4IVW; 4IVY; 4IW6; 4IW8; 4IWC; 4IWF; 4K4J; 4K6I; 4M8E; 4M8H; 4NIE; 4NQA; 4OC7; 4P6W; 4P6X; 4POH; 4POJ; 4PP3; 4PP5; 4PP6; 4PPP; 4PPS; 4PXM; 4Q0A; 4QE6; 4QE8; 4RFW; 4RMC; 4RMD; 4RME; 4RUO; 4WG0; 4ZN9; 4ZO1,,,HGNC:7669,Human,DB01645; DB02998; DB06871; DB06898; DB07080; DB07086; DB07087; DB07195; DB07678; DB07707; DB07708; DB07712; DB07863; DB07932; DB08047; DB08048; DB08175; DB08320; DB08398; DB08402; DB08595; DB08601; DB08773
P48552,Nuclear receptor-interacting protein 1,NRIP1,940539,X84373,P48552,NRIP1_HUMAN,2GPO; 2GPP; 4S14; 4S15,,,HGNC:8001,Human,DB06884
P53350,Serine/threonine-protein kinase PLK1,PLK1,393017,U01038,P53350,PLK1_HUMAN,1Q4K; 1Q4O; 1UMW; 2OGQ; 2OJX; 2OU7; 2OWB; 2RKU; 2V5Q; 2YAC; 3BZI; 3C5L; 3FC2; 3FVH; 3HIH; 3HIK; 3KB7; 3P2W; 3P2Z; 3P34; 3P35; 3P36; 3P37; 3Q1I; 3RQ7; 3THB; 4A4L; 4A4O; 4DFW; 4E67; 4E9C; 4E9D; 4H5X; 4H71; 4HAB; 4HCO; 4HY2; 4J52; 4J53; 4LKL; 4LKM; 4O56; 4O6W; 4O9W; 4RCP; 4WHH; 4WHK; 4WHL; 4X9R; 4X9V; 4X9W,,,HGNC:9077,Human,DB06897; DB06963; DB07186; DB07789; DB08059
Q16651,Prostasin,PRSS8,862305,L41351,Q16651,PRSS8_HUMAN,3DFJ; 3DFL; 3E0N; 3E0P; 3E16; 3E1X; 3FVF; 3GYL; 3GYM,,,HGNC:9491,Human,DB06900
P08217,Chymotrypsin-like elastase family member 2A,CELA2A,182023,M16631,P08217,CEL2A_HUMAN,,,,HGNC:24609,Human,DB06901
Q13362,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform,PPP2R5C,1203812,U37352,Q13362,2A5G_HUMAN,2IAE; 2JAK; 2NPP; 2NYL; 2NYM; 3FGA,,,HGNC:9311,Human,DB02506; DB06905
P30153,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,PPP2R1A,178663,M31786,P30153,2AAA_HUMAN,1B3U; 2IE3; 2IE4; 2NPP; 2NYL; 2NYM; 2PKG; 3C5W; 3DW8; 3K7V; 3K7W; 4I5L; 4I5N; 4LAC,,,HGNC:9302,Human,DB02506; DB06905
P61626,Lysozyme C,LYZ,,,P61626,LYSC_HUMAN,133L; 134L; 1B5U; 1B5V; 1B5W; 1B5X; 1B5Y; 1B5Z; 1B7L; 1B7M; 1B7N; 1B7O; 1B7P; 1B7Q; 1B7R; 1B7S; 1BB3; 1BB4; 1BB5; 1C43; 1C45; 1C46; 1C7P; 1CJ6; 1CJ7; 1CJ8; 1CJ9; 1CKC; 1CKD; 1CKF; 1CKG; 1CKH; 1D6P; 1D6Q; 1DI3; 1DI4; 1DI5; 1EQ4; 1EQ5; 1EQE; 1GAY; 1GAZ; 1GB0; 1GB2; 1GB3; 1GB5; 1GB6; 1GB7; 1GB8; 1GB9; 1GBO; 1GBW; 1GBX; 1GBY; 1GBZ; 1GDW; 1GDX; 1GE0; 1GE1; 1GE2; 1GE3; 1GE4; 1GEV; 1GEZ; 1GF0; 1GF3; 1GF4; 1GF5; 1GF6; 1GF7; 1GF8; 1GF9; 1GFA; 1GFE; 1GFG; 1GFH; 1GFJ; 1GFK; 1GFR; 1GFT; 1GFU; 1GFV; 1HNL; 1I1Z; 1I20; 1I22; 1INU; 1IOC; 1IP1; 1IP2; 1IP3; 1IP4; 1IP5; 1IP6; 1IP7; 1IWT; 1IWU; 1IWV; 1IWW; 1IWX; 1IWY; 1IWZ; 1IX0; 1IY3; 1IY4; 1JKA; 1JKB; 1JKC; 1JKD; 1JSF; 1JWR; 1LAA; 1LHH; 1LHI; 1LHJ; 1LHK; 1LHL; 1LHM; 1LMT; 1LOZ; 1LYY; 1LZ1; 1LZ4; 1LZ5; 1LZ6; 1LZR; 1LZS; 1OP9; 1OUA; 1OUB; 1OUC; 1OUD; 1OUE; 1OUF; 1OUG; 1OUH; 1OUI; 1OUJ; 1QSW; 1RE2; 1REM; 1REX; 1REY; 1REZ; 1TAY; 1TBY; 1TCY; 1TDY; 1UBZ; 1W08; 1WQM; 1WQN; 1WQO; 1WQP; 1WQQ; 1WQR; 1YAM; 1YAN; 1YAO; 1YAP; 1YAQ; 207L; 208L; 2BQA; 2BQB; 2BQC; 2BQD; 2BQE; 2BQF; 2BQG; 2BQH; 2BQI; 2BQJ; 2BQK; 2BQL; 2BQM; 2BQN; 2BQO; 2HEA; 2HEB; 2HEC; 2HED; 2HEE; 2HEF; 2LHM; 2MEA; 2MEB; 2MEC; 2MED; 2MEE; 2MEF; 2MEG; 2MEH; 2MEI; 2NWD; 2ZIJ; 2ZIK; 2ZIL; 2ZWB; 3EBA; 3FE0; 3LHM; 3LN2; 4I0C; 4ML7; 4R0P,,,HGNC:6740,Human,DB00128; DB02250; DB02759; DB02772; DB03006; DB03013; DB03120; DB03175; DB03189; DB03487; DB03967; DB04194; DB04268; DB06912
P15085,Carboxypeptidase A1,CPA1,35330,X67318,P15085,CBPA1_HUMAN,2V77; 3FJU,,,HGNC:2296,Human,DB02494; DB02652; DB03012; DB03201; DB03441; DB04058; DB04316; DB06924; DB07351; DB07484; DB07506; DB08368; DB08762
P78536,Disintegrin and metalloproteinase domain-containing protein 17,ADAM17,1857673,U86755,P78536,ADA17_HUMAN,1BKC; 1ZXC; 2A8H; 2DDF; 2FV5; 2FV9; 2I47; 2M2F; 2OI0; 3B92; 3CKI; 3E8R; 3EDZ; 3EWJ; 3G42; 3KMC; 3KME; 3L0T; 3L0V; 3LE9; 3LEA; 3LGP; 3O64,,,HGNC:195,Human,DB06943; DB07079; DB07121; DB07145; DB07147; DB07189; DB07233; DB07964
P31151,Protein S100-A7,S100A7,190668,M86757,P31151,S10A7_HUMAN,1PSR; 2PSR; 2WND; 2WOR; 2WOS; 3PSR; 4AQJ,,,HGNC:10497,Human,DB04474
Q9UNI1,Chymotrypsin-like elastase family member 1,CELA1,4731318,AF120493,Q9UNI1,CELA1_HUMAN,,,,HGNC:3308,Human,DB01844; DB02114; DB02341; DB03202; DB03702; DB03757; DB03890; DB03925; DB06951; DB07433; DB07955; DB07956; DB07957; DB08007; DB08614; DB08640; DB08641
P17612,cAMP-dependent protein kinase catalytic subunit alpha,PRKACA,35479,X07767,P17612,KAPCA_HUMAN,2GU8; 3AGL; 3AGM; 3AMA; 3AMB; 3L9L; 3L9M; 3L9N; 3MVJ; 3NX8; 3OOG; 3OVV; 3OWP; 3OXT; 3P0M; 3POO; 3VQH; 4AE6; 4AE9; 4WB5; 4WB6; 4WB7; 4WB8,,,HGNC:9380,Human,DB01919; DB01940; DB02155; DB02482; DB02611; DB03374; DB04098; DB04522; DB04530; DB04707; DB06959; DB06977; DB07107; DB07124; DB07204; DB07235; DB07458; DB07583; DB07854; DB07855; DB07856; DB07857; DB07858; DB07859; DB07860; DB07876; DB07947; DB07995; DB07996; DB07997; DB08070; DB08073; DB08113; DB08114; DB08148; DB08149; DB08150; DB08162; DB08231; DB08568; DB08569; DB08756; DB08846
